sample,timestamp_us,raw,voltage_V
0,402,13297,1.662125
1,1596,13343,1.667875
2,2790,13395,1.674375
3,3984,13468,1.683500
4,5178,13478,1.684750
5,6371,13544,1.693000
6,7565,13526,1.690750
7,8759,13480,1.685000
8,9953,13410,1.676250
9,11147,13359,1.669875
10,12340,13314,1.664250
11,13534,13261,1.657625
12,14728,13194,1.649250
13,15922,13246,1.655750
14,17116,13298,1.662250
15,18310,13350,1.668750
16,19503,13399,1.674875
17,20697,13439,1.679875
18,21891,13514,1.689250
19,23084,13541,1.692625
20,24279,13494,1.686750
21,25472,13476,1.684500
22,26666,13421,1.677625
23,27860,13390,1.673750
24,29054,13307,1.663375
25,30248,13222,1.652750
26,31442,13220,1.652500
27,32635,13239,1.654875
28,33829,13309,1.663625
29,35023,13348,1.668500
30,36217,13397,1.674625
31,37411,13460,1.682500
32,38604,13486,1.685750
33,39798,13565,1.695625
34,40992,13515,1.689375
35,42186,13483,1.685375
36,43380,13402,1.675250
37,44574,13358,1.669750
38,45767,13340,1.667500
39,46961,13235,1.654375
40,48155,13204,1.650500
41,49349,13218,1.652250
42,50543,13291,1.661375
43,51737,13332,1.666500
44,52930,13396,1.674500
45,54124,13443,1.680375
46,55318,13498,1.687250
47,56512,13558,1.694750
48,57706,13496,1.687000
49,58899,13466,1.683250
50,60093,13405,1.675625
51,61287,13378,1.672250
52,62481,13310,1.663750
53,63675,13235,1.654375
54,64869,13206,1.650750
55,66063,13242,1.655250
56,67257,13304,1.663000
57,68449,13356,1.669500
58,69644,13428,1.678500
59,70838,13465,1.683125
60,72032,13513,1.689125
61,73225,13542,1.692750
62,74419,13552,1.694000
63,75613,13452,1.681500
64,76807,13403,1.675375
65,78001,13327,1.665875
66,79194,13290,1.661250
67,80388,13239,1.654875
68,81582,13209,1.651125
69,82776,13251,1.656375
70,83970,13287,1.660875
71,85164,13343,1.667875
72,86357,13414,1.676750
73,87551,13465,1.683125
74,88745,13532,1.691500
75,89939,13559,1.694875
76,91133,13503,1.687875
77,92326,13467,1.683375
78,93520,13421,1.677625
79,94713,13354,1.669250
80,95907,13288,1.661000
81,97102,13247,1.655875
82,98295,13203,1.650375
83,99489,13264,1.658000
84,100683,13312,1.664000
85,101876,13350,1.668750
86,103071,13405,1.675625
87,104265,13477,1.684625
88,105458,13492,1.686500
89,106652,13548,1.693500
90,107846,13543,1.692875
91,109040,13462,1.682750
92,110233,13405,1.675625
93,111427,13348,1.668500
94,112621,13271,1.658875
95,113815,13243,1.655375
96,115008,13212,1.651500
97,116203,13250,1.656250
98,117396,13307,1.663375
99,118590,13374,1.671750
100,119784,13418,1.677250
101,120977,13454,1.681750
102,122171,13531,1.691375
103,123365,13543,1.692875
104,124559,13495,1.686875
105,125753,13438,1.679750
106,126947,13388,1.673500
107,128140,13374,1.671750
108,129334,13290,1.661250
109,130528,13236,1.654500
110,131721,13201,1.650125
111,132915,13224,1.653000
112,134110,13307,1.663375
113,135304,13367,1.670875
114,136497,13403,1.675375
115,137691,13479,1.684875
116,138885,13537,1.692125
117,140079,13550,1.693750
118,141273,13504,1.688000
119,142467,13466,1.683250
120,143660,13367,1.670875
121,144854,13338,1.667250
122,146048,13302,1.662750
123,147242,13234,1.654250
124,148436,13199,1.649875
125,149630,13257,1.657125
126,150823,13316,1.664500
127,152017,13366,1.670750
128,153211,13421,1.677625
129,154405,13474,1.684250
130,155599,13516,1.689500
131,156792,13567,1.695875
132,157986,13508,1.688500
133,159179,13445,1.680625
134,160374,13382,1.672750
135,161568,13319,1.664875
136,162761,13311,1.663875
137,163956,13256,1.657000
138,165149,13209,1.651125
139,166343,13279,1.659875
140,167537,13297,1.662125
141,168730,13370,1.671250
142,169924,13387,1.673375
143,171118,13462,1.682750
144,172312,13529,1.691125
145,173506,13555,1.694375
146,174699,13478,1.684750
147,175893,13445,1.680625
148,177087,13399,1.674875
149,178281,13371,1.671375
150,179474,13298,1.662250
151,180669,13240,1.655000
152,181862,13177,1.647125
153,183056,13259,1.657375
154,184250,13293,1.661625
155,185444,13358,1.669750
156,186638,13406,1.675750
157,187831,13478,1.684750
158,189025,13542,1.692750
159,190219,13561,1.695125
160,191413,13512,1.689000
161,192607,13431,1.678875
162,193801,13389,1.673625
163,194994,13349,1.668625
164,196188,13297,1.662125
165,197381,13225,1.653125
166,198575,13205,1.650625
167,199770,13252,1.656500
168,200963,13316,1.664500
169,202157,13352,1.669000
170,203351,13396,1.674500
171,204545,13469,1.683625
172,205739,13540,1.692500
173,206933,13559,1.694875
174,208126,13493,1.686625
175,209320,13438,1.679750
176,210513,13389,1.673625
177,211707,13339,1.667375
178,212901,13298,1.662250
179,214095,13225,1.653125
180,215289,13197,1.649625
181,216483,13259,1.657375
182,217681,13303,1.662875
183,218871,13373,1.671625
184,220065,13436,1.679500
185,221258,13468,1.683500
186,222452,13518,1.689750
187,223645,13554,1.694250
188,224839,13468,1.683500
189,226033,13444,1.680500
190,227227,13382,1.672750
191,228421,13353,1.669125
192,229614,13272,1.659000
193,230808,13229,1.653625
194,232002,13206,1.650750
195,233196,13266,1.658250
196,234390,13304,1.663000
197,235583,13374,1.671750
198,236778,13429,1.678625
199,237972,13509,1.688625
200,239165,13541,1.692625
201,240359,13554,1.694250
202,241552,13495,1.686875
203,242746,13441,1.680125
204,243940,13381,1.672625
205,245135,13324,1.665500
206,246328,13270,1.658750
207,247522,13223,1.652875
208,248715,13215,1.651875
209,249910,13257,1.657125
210,251103,13323,1.665375
211,252297,13370,1.671250
212,253491,13446,1.680750
213,254684,13471,1.683875
214,255878,13535,1.691875
215,257072,13558,1.694750
216,258266,13507,1.688375
217,259460,13439,1.679875
218,260653,13402,1.675250
219,261847,13326,1.665750
220,263041,13270,1.658750
221,264235,13214,1.651750
222,265429,13223,1.652875
223,266623,13253,1.656625
224,267816,13327,1.665875
225,269010,13369,1.671125
226,270204,13440,1.680000
227,271398,13502,1.687750
228,272592,13513,1.689125
229,273786,13535,1.691875
230,274979,13512,1.689000
231,276173,13433,1.679125
232,277367,13387,1.673375
233,278561,13311,1.663875
234,279754,13274,1.659250
235,280948,13216,1.652000
236,282142,13201,1.650125
237,283336,13274,1.659250
238,284530,13329,1.666125
239,285723,13383,1.672875
240,286917,13436,1.679500
241,288111,13475,1.684375
242,289305,13547,1.693375
243,290499,13542,1.692750
244,291692,13498,1.687250
245,292887,13426,1.678250
246,294080,13384,1.673000
247,295274,13313,1.664125
248,296468,13279,1.659875
249,297662,13219,1.652375
250,298856,13208,1.651000
251,300050,13284,1.660500
252,301243,13316,1.664500
253,302436,13380,1.672500
254,303631,13451,1.681375
255,304825,13472,1.684000
256,306018,13550,1.693750
257,307212,13549,1.693625
258,308406,13504,1.688000
259,309600,13452,1.681500
260,310794,13392,1.674000
261,311987,13332,1.666500
262,313181,13261,1.657625
263,314375,13221,1.652625
264,315569,13203,1.650375
265,316762,13261,1.657625
266,317957,13341,1.667625
267,319150,13396,1.674500
268,320345,13434,1.679250
269,321538,13486,1.685750
270,322732,13545,1.693125
271,323926,13548,1.693500
272,325120,13484,1.685500
273,326313,13421,1.677625
274,327507,13369,1.671125
275,328701,13330,1.666250
