sample,timestamp_us,raw,voltage_V
0,98,13400,1.675000
1,1292,13386,1.673250
2,2486,13395,1.674375
3,3680,13385,1.673125
4,4874,13393,1.674125
5,6068,13448,1.681000
6,7261,13410,1.676250
7,8455,13405,1.675625
8,9649,13375,1.671875
9,10843,13396,1.674500
10,12037,13405,1.675625
11,13230,13365,1.670625
12,14425,13372,1.671500
13,15619,13344,1.668000
14,16812,13357,1.669625
15,18006,13393,1.674125
16,19200,13356,1.669500
17,20393,13398,1.674750
18,21587,13398,1.674750
19,22781,13434,1.679250
20,23975,13400,1.675000
21,25169,13375,1.671875
22,26362,13376,1.672000
23,27557,13377,1.672125
24,28750,13393,1.674125
25,29943,13357,1.669625
26,31138,13382,1.672750
27,32332,13347,1.668375
28,33526,13367,1.670875
29,34719,13405,1.675625
30,35914,13395,1.674375
31,37107,13401,1.675125
32,38301,13402,1.675250
33,39494,13447,1.680875
34,40688,13393,1.674125
35,41882,13371,1.671375
36,43075,13398,1.674750
37,44270,13379,1.672375
38,45463,13380,1.672500
39,46657,13364,1.670500
40,47851,13370,1.671250
41,49045,13372,1.671500
42,50239,13370,1.671250
43,51433,13405,1.675625
44,52626,13372,1.671500
45,53820,13378,1.672250
46,55014,13422,1.677750
47,56208,13398,1.674750
48,57402,13425,1.678125
49,58596,13373,1.671625
50,59789,13386,1.673250
51,60983,13385,1.673125
52,62177,13383,1.672875
53,63371,13362,1.670250
54,64564,13368,1.671000
55,65758,13352,1.669000
56,66952,13387,1.673375
57,68146,13365,1.670625
58,69340,13386,1.673250
59,70534,13376,1.672000
60,71727,13389,1.673625
61,72921,13394,1.674250
62,74115,13393,1.674125
63,75309,13396,1.674500
64,76503,13380,1.672500
65,77696,13391,1.673875
66,78890,13386,1.673250
67,80084,13378,1.672250
68,81278,13366,1.670750
69,82471,13363,1.670375
70,83666,13377,1.672125
71,84859,13361,1.670125
72,86053,13372,1.671500
73,87247,13389,1.673625
74,88441,13419,1.677375
75,89635,13401,1.675125
76,90828,13424,1.678000
77,92022,13368,1.671000
78,93216,13363,1.670375
79,94410,13390,1.673750
80,95604,13379,1.672375
81,96798,13365,1.670625
82,97991,13346,1.668250
83,99184,13337,1.667125
84,100379,13384,1.673000
85,101573,13365,1.670625
86,102766,13375,1.671875
87,103960,13382,1.672750
88,105154,13390,1.673750
89,106348,13413,1.676625
90,107542,13397,1.674625
91,108736,13381,1.672625
92,109929,13374,1.671750
