sample,timestamp_us,raw,voltage_V
0,297,16295,2.036875
1,1492,17033,2.129125
2,2685,17069,2.133625
3,3879,16366,2.045750
4,5073,15070,1.883750
5,6267,13467,1.683375
6,7461,11834,1.479250
7,8654,10516,1.314500
8,9848,9783,1.222875
9,11042,9781,1.222625
10,12236,10484,1.310500
11,13429,11799,1.474875
12,14623,13384,1.673000
13,15817,15030,1.878750
14,17012,16325,2.040625
15,18205,17075,2.134375
16,19399,17054,2.131750
17,20593,16303,2.037875
18,21787,15032,1.879000
19,22980,13390,1.673750
20,24174,11786,1.473250
21,25368,10468,1.308500
22,26562,9745,1.218125
23,27755,9780,1.222500
24,28949,10515,1.314375
25,30143,11851,1.481375
26,31337,13476,1.684500
27,32530,15111,1.888875
28,33724,16408,2.051000
29,34919,17099,2.137375
30,36113,17042,2.130250
31,37306,16287,2.035875
32,38500,14978,1.872250
33,39694,13323,1.665375
34,40887,11712,1.464000
35,42082,10419,1.302375
36,43275,9729,1.216125
37,44469,9785,1.223125
38,45663,10559,1.319875
39,46856,11889,1.486125
40,48050,13544,1.693000
41,49244,15149,1.893625
42,50438,16414,2.051750
43,51632,17104,2.138000
44,52825,17025,2.128125
45,54019,16252,2.031500
46,55213,14899,1.862375
47,56407,13245,1.655625
48,57601,11650,1.456250
49,58795,10409,1.301125
50,59989,9736,1.217000
51,61183,9831,1.228875
52,62376,10583,1.322875
53,63570,11955,1.494375
54,64764,13616,1.702000
55,65958,15209,1.901125
56,67151,16465,2.058125
57,68346,17104,2.138000
58,69539,17029,2.128625
59,70733,16205,2.025625
60,71926,14840,1.855000
61,73121,13183,1.647875
62,74314,11598,1.449750
63,75508,10361,1.295125
64,76702,9729,1.216125
65,77896,9824,1.228000
66,79090,10665,1.333125
67,80283,12030,1.503750
68,81478,13691,1.711375
69,82673,15261,1.907625
70,83865,16502,2.062750
71,85059,17110,2.138750
72,86253,17018,2.127250
73,87447,16158,2.019750
74,88641,14773,1.846625
75,89834,13113,1.639125
76,91027,11551,1.443875
77,92222,10309,1.288625
78,93416,9709,1.213625
79,94610,9856,1.232000
80,95803,10691,1.336375
81,96996,12091,1.511375
82,98191,13726,1.715750
83,99385,15323,1.915375
84,100579,16543,2.067875
85,101773,17153,2.144125
86,102966,16958,2.119750
87,104160,16104,2.013000
88,105353,14760,1.845000
89,106547,13056,1.632000
90,107742,11486,1.435750
91,108935,10261,1.282625
92,110128,9702,1.212750
93,111323,9855,1.231875
94,112517,10730,1.341250
95,113711,12149,1.518625
96,114904,13806,1.725750
97,116098,15381,1.922625
98,117292,16568,2.071000
99,118485,17158,2.144750
100,119680,16940,2.117500
101,120874,16068,2.008500
102,122067,14676,1.834500
103,123261,13011,1.626375
104,124454,11414,1.426750
105,125648,10273,1.284125
106,126843,9695,1.211875
107,128037,9875,1.234375
108,129230,10794,1.349250
109,130424,12199,1.524875
110,131617,13846,1.730750
111,132812,15442,1.930250
112,134006,16577,2.072125
113,135199,17168,2.146000
114,136393,16916,2.114500
115,137587,16014,2.001750
116,138780,14598,1.824750
117,139974,12950,1.618750
118,141169,11375,1.421875
119,142362,10228,1.278500
120,143556,9682,1.210250
121,144750,9919,1.239875
122,145944,10819,1.352375
123,147138,12272,1.534000
124,148332,13934,1.741750
125,149525,15484,1.935500
126,150718,16631,2.078875
127,151912,17138,2.142250
128,153106,16953,2.119125
129,154300,15979,1.997375
130,155494,14539,1.817375
131,156688,12883,1.610375
132,157882,11309,1.413625
133,159075,10185,1.273125
134,160270,9685,1.210625
135,161463,9933,1.241625
136,162657,10917,1.364625
137,163851,12327,1.540875
138,165045,13984,1.748000
139,166239,15536,1.942000
140,167433,16698,2.087250
141,168626,17148,2.143500
142,169820,16886,2.110750
143,171014,15923,1.990375
144,172208,14482,1.810250
145,173402,12823,1.602875
146,174595,11269,1.408625
147,175789,10154,1.269250
148,176983,9696,1.212000
149,178177,9952,1.244000
150,179371,10947,1.368375
151,180564,12410,1.551250
152,181758,14056,1.757000
153,182952,15590,1.948750
154,184146,16689,2.086125
155,185340,17163,2.145375
156,186534,16870,2.108750
157,187727,15867,1.983375
158,188921,14404,1.800500
159,190115,12740,1.592500
160,191309,11217,1.402125
161,192503,10104,1.263000
162,193697,9689,1.211125
163,194891,9994,1.249250
164,196084,10979,1.372375
165,197278,12473,1.559125
166,198471,14116,1.764500
167,199666,15679,1.959875
168,200860,16739,2.092375
169,202054,17156,2.144500
170,203247,16842,2.105250
171,204441,15839,1.979875
172,205635,14367,1.795875
173,206829,12687,1.585875
174,208023,11169,1.396125
175,209216,10092,1.261500
176,210410,9671,1.208875
177,211604,10055,1.256875
178,212797,11038,1.379750
179,213992,12522,1.565250
180,215185,14190,1.773750
181,216379,15697,1.962125
182,217574,16783,2.097875
183,218767,17142,2.142750
184,219961,16811,2.101375
185,221155,15755,1.969375
186,222348,14280,1.785000
187,223542,12614,1.576750
188,224736,11098,1.387250
189,225930,10064,1.258000
190,227124,9671,1.208875
191,228318,10052,1.256500
192,229511,11085,1.385625
193,230705,12610,1.576250
194,231899,14258,1.782250
195,233093,15753,1.969125
196,234287,16794,2.099250
197,235481,17148,2.143500
198,236674,16796,2.099500
199,237869,15723,1.965375
200,239062,14207,1.775875
201,240256,12560,1.570000
202,241449,11041,1.380125
203,242643,10021,1.252625
204,243837,9693,1.211625
205,245031,10056,1.257000
206,246225,11134,1.391750
207,247419,12637,1.579625
208,248612,14319,1.789875
209,249806,15814,1.976750
210,250999,16815,2.101875
211,252194,17151,2.143875
212,253388,16736,2.092000
213,254581,15707,1.963375
214,255775,14124,1.765500
215,256969,12488,1.561000
216,258163,11005,1.375625
217,259357,9981,1.247625
218,260551,9692,1.211500
219,261744,10099,1.262375
220,262938,11179,1.397375
221,264132,12709,1.588625
222,265326,14384,1.798000
223,266520,15870,1.983750
224,267713,16867,2.108375
225,268908,17136,2.142000
226,270101,16724,2.090500
227,271295,15618,1.952250
228,272489,14091,1.761375
229,273682,12432,1.554000
230,274876,10937,1.367125
231,276070,9957,1.244625
232,277264,9693,1.211625
233,278458,10152,1.269000
234,279652,11227,1.403375
235,280846,12776,1.597000
236,282039,14464,1.808000
237,283233,15923,1.990375
238,284427,16871,2.108875
239,285621,17140,2.142500
240,286815,16661,2.082625
241,288008,15565,1.945625
242,289202,14021,1.752625
243,290396,12364,1.545500
244,291590,10915,1.364375
245,292784,9941,1.242625
246,293978,9693,1.211625
247,295171,10159,1.269875
248,296365,11311,1.413875
249,297559,12857,1.607125
250,298753,14495,1.811875
251,299947,15940,1.992500
252,301141,16901,2.112625
253,302334,17160,2.145000
254,303529,16653,2.081625
255,304722,15515,1.939375
256,305916,13958,1.744750
257,307110,12322,1.540250
258,308303,10861,1.357625
259,309497,9934,1.241750
260,310691,9665,1.208125
261,311885,10205,1.275625
262,313079,11349,1.418625
263,314273,12929,1.616125
264,315467,14551,1.818875
265,316660,15974,1.996750
266,317854,16932,2.116500
267,319048,17149,2.143625
268,320241,16621,2.077625
269,321436,15437,1.929625
270,322630,13917,1.739625
271,323823,12228,1.528500
272,325017,10844,1.355500
273,326210,9910,1.238750
274,327405,9670,1.208750
275,328599,10217,1.277125
276,329793,11384,1.423000
277,330986,12975,1.621875
278,332180,14642,1.830250
279,333373,15998,1.999750
280,334568,16940,2.117500
281,335762,17146,2.143250
282,336956,16590,2.073750
283,338149,15403,1.925375
284,339343,13823,1.727875
285,340537,12193,1.524125
286,341731,10769,1.346125
287,342925,9902,1.237750
288,344118,9700,1.212500
289,345312,10282,1.285250
290,346506,11458,1.432250
291,347700,13031,1.628875
292,348893,14710,1.838750
293,350087,16115,2.014375
294,351281,16970,2.121250
295,352475,17102,2.137750
296,353671,16544,2.068000
297,354862,15359,1.919875
298,356056,13778,1.722250
299,357250,12123,1.515375
300,358444,10737,1.342125
301,359637,9851,1.231375
302,360831,9717,1.214625
303,362025,10298,1.287250
304,363219,11523,1.440375
305,364413,13098,1.637250
306,365607,14742,1.842750
307,366800,16124,2.015500
308,367994,16982,2.122750
309,369188,17126,2.140750
310,370382,16506,2.063250
311,371576,15308,1.913500
312,372770,13716,1.714500
313,373964,12063,1.507875
314,375157,10685,1.335625
315,376351,9818,1.227250
316,377545,9741,1.217625
317,378739,10335,1.291875
318,379932,11561,1.445125
319,381126,13147,1.643375
320,382320,14807,1.850875
321,383514,16163,2.020375
322,384708,16996,2.124500
323,385902,17132,2.141500
324,387095,16485,2.060625
325,388290,15245,1.905625
326,389483,13628,1.703500
327,390677,12003,1.500375
328,391871,10625,1.328125
329,393065,9832,1.229000
330,394259,9738,1.217250
331,395452,10368,1.296000
332,396646,11666,1.458250
333,397840,13234,1.654250
334,399034,14863,1.857875
335,400228,16198,2.024750
336,401422,17026,2.128250
337,402615,17094,2.136750
338,403809,16461,2.057625
339,405003,15171,1.896375
340,406197,13570,1.696250
341,407391,11935,1.491875
342,408584,10623,1.327875
343,409778,9798,1.224750
344,410972,9734,1.216750
345,412166,10408,1.301000
346,413360,11683,1.460375
347,414554,13291,1.661375
348,415747,14944,1.868000
349,416941,16289,2.036125
350,418135,17026,2.128250
351,419329,17072,2.134000
352,420523,16407,2.050875
353,421716,15123,1.890375
354,422910,13535,1.691875
355,424104,11865,1.483125
356,425297,10554,1.319250
357,426492,9816,1.227000
358,427685,9752,1.219000
359,428879,10467,1.308375
360,430073,11745,1.468125
361,431267,13363,1.670375
362,432460,14953,1.869125
363,433654,16294,2.036750
364,434848,17078,2.134750
365,436042,17084,2.135500
366,437236,16365,2.045625
367,438430,15051,1.881375
368,439624,13422,1.677750
369,440818,11813,1.476625
370,442011,10523,1.315375
371,443205,9772,1.221500
372,444399,9779,1.222375
373,445592,10504,1.313000
374,446786,11783,1.472875
375,447981,13416,1.677000
376,449174,15050,1.881250
377,450368,16351,2.043875
378,451562,17078,2.134750
379,452755,17061,2.132625
380,453949,16328,2.041000
381,455144,15034,1.879250
382,456337,13395,1.674375
383,457531,11721,1.465125
384,458724,10452,1.306500
385,459919,9756,1.219500
386,461113,9772,1.221500
387,462305,10536,1.317000
388,463500,11844,1.480500
389,464694,13498,1.687250
390,465887,15091,1.886375
391,467081,16402,2.050250
392,468275,17103,2.137875
393,469469,17041,2.130125
394,470663,16279,2.034875
395,471857,14939,1.867375
396,473051,13311,1.663875
397,474244,11682,1.460250
398,475438,10425,1.303125
399,476632,9727,1.215875
400,477825,9791,1.223875
401,479019,10571,1.321375
402,480213,11927,1.490875
403,481407,13541,1.692625
404,482601,15147,1.893375
405,483795,16438,2.054750
406,484988,17117,2.139625
407,486183,16995,2.124375
408,487376,16242,2.030250
409,488570,14908,1.863500
410,489763,13246,1.655750
411,490958,11659,1.457375
412,492152,10395,1.299375
413,493345,9745,1.218125
414,494539,9807,1.225875
415,495733,10626,1.328250
416,496927,11963,1.495375
417,498121,13625,1.703125
418,499314,15233,1.904125
419,500508,16471,2.058875
420,501702,17102,2.137750
421,502896,17011,2.126375
422,504090,16213,2.026625
423,505284,14841,1.855125
424,506478,13196,1.649500
425,507673,11597,1.449625
426,508865,10359,1.294875
427,510059,9710,1.213750
428,511253,9834,1.229250
429,512447,10656,1.332000
430,513641,12055,1.506875
431,514834,13694,1.711750
432,516028,15292,1.911500
433,517222,16507,2.063375
434,518416,17111,2.138875
435,519610,16989,2.123625
436,520803,16155,2.019375
437,521997,14730,1.841250
438,523191,13125,1.640625
439,524385,11549,1.443625
440,525579,10305,1.288125
441,526773,9715,1.214375
442,527967,9840,1.230000
443,529160,10718,1.339750
444,530354,12088,1.511000
445,531548,13755,1.719375
446,532742,15332,1.916500
447,533936,16552,2.069000
448,535130,17117,2.139625
449,536324,17015,2.126875
450,537517,16103,2.012875
451,538711,14708,1.838500
452,539905,13051,1.631375
453,541099,11479,1.434875
454,542292,10274,1.284250
455,543486,9696,1.212000
456,544680,9866,1.233250
457,545874,10769,1.346125
458,547068,12180,1.522500
459,548262,13799,1.724875
460,549455,15405,1.925625
461,550649,16598,2.074750
462,551843,17146,2.143250
463,553037,16941,2.117625
464,554231,16048,2.006000
465,555424,14643,1.830375
466,556618,12986,1.623250
467,557812,11385,1.423125
468,559007,10253,1.281625
469,560200,9682,1.210250
470,561394,9897,1.237125
471,562587,10773,1.346625
472,563781,12235,1.529375
473,564975,13883,1.735375
474,566169,15457,1.932125
475,567363,16617,2.077125
476,568556,17132,2.141500
477,569751,16919,2.114875
478,570945,16008,2.001000
479,572139,14577,1.822125
480,573332,12927,1.615875
481,574526,11355,1.419375
482,575720,10196,1.274500
483,576913,9681,1.210125
484,578107,9911,1.238875
485,579301,10838,1.354750
486,580495,12283,1.535375
487,581689,13922,1.740250
488,582883,15503,1.937875
489,584076,16649,2.081125
490,585271,17144,2.143000
491,586464,16911,2.113875
492,587658,15954,1.994250
493,588852,14527,1.815875
494,590046,12862,1.607750
495,591240,11309,1.413625
496,592434,10146,1.268250
497,593627,9703,1.212875
498,594821,9941,1.242625
499,596015,10879,1.359875
500,597209,12358,1.544750
501,598403,13986,1.748250
502,599596,15562,1.945250
503,600790,16656,2.082000
504,601984,17161,2.145125
505,603178,16875,2.109375
506,604371,15917,1.989625
507,605566,14455,1.806875
508,606759,12794,1.599250
509,607953,11257,1.407125
510,609147,10126,1.265750
511,610341,9685,1.210625
512,611535,9976,1.247000
513,612728,10964,1.370500
514,613922,12398,1.549750
515,615116,14080,1.760000
516,616310,15597,1.949625
517,617504,16698,2.087250
518,618697,17158,2.144750
519,619891,16829,2.103625
520,621085,15874,1.984250
521,622278,14386,1.798250
522,623472,12728,1.591000
523,624667,11190,1.398750
524,625860,10116,1.264500
525,627054,9676,1.209500
526,628248,9991,1.248875
527,629442,11009,1.376125
528,630636,12481,1.560125
529,631829,14145,1.768125
530,633023,15664,1.958000
531,634217,16727,2.090875
532,635411,17164,2.145500
533,636604,16798,2.099750
534,637798,15854,1.981750
535,638992,14337,1.792125
536,640186,12670,1.583750
537,641380,11150,1.393750
538,642573,10084,1.260500
539,643768,9697,1.212125
540,644962,10024,1.253000
541,646155,11067,1.383375
542,647349,12550,1.568750
543,648543,14196,1.774500
544,649736,15699,1.962375
545,650931,16762,2.095250
546,652125,17163,2.145375
547,653318,16816,2.102000
548,654512,15771,1.971375
549,655705,14285,1.785625
550,656900,12598,1.574750
551,658094,11118,1.389750
552,659287,10043,1.255375
553,660481,9671,1.208875
554,661674,10049,1.256125
555,662868,11087,1.385875
556,664062,12605,1.575625
557,665256,14258,1.782250
558,666450,15762,1.970250
559,667644,16799,2.099875
560,668837,17171,2.146375
561,670031,16779,2.097375
562,671226,15704,1.963000
563,672419,14214,1.776750
564,673612,12535,1.566875
565,674807,11044,1.380500
566,676000,9995,1.249375
567,677195,9673,1.209125
568,678389,10075,1.259375
569,679582,11161,1.395125
570,680776,12671,1.583875
571,681970,14325,1.790625
572,683163,15811,1.976375
573,684357,16840,2.105000
574,685551,17157,2.144625
575,686745,16749,2.093625
576,687939,15674,1.959250
577,689133,14149,1.768625
578,690327,12465,1.558125
579,691520,11007,1.375875
580,692714,9990,1.248750
581,693908,9688,1.211000
582,695101,10105,1.263125
