sample,timestamp_us,raw,voltage_V
0,234,14928,1.866000
1,551,14816,1.852000
2,868,14640,1.830000
3,1184,14512,1.814000
4,1501,14320,1.790000
5,1818,14080,1.760000
6,2135,13824,1.728000
7,2451,13600,1.700000
8,2768,13424,1.678000
9,3085,13216,1.652000
10,3402,12960,1.620000
11,3719,12768,1.596000
12,4036,12544,1.568000
13,4353,12320,1.540000
14,4669,12208,1.526000
15,4987,12016,1.502000
16,5304,11872,1.484000
17,5620,11712,1.464000
18,5936,11680,1.460000
19,6254,11552,1.444000
20,6571,11504,1.438000
21,6888,11488,1.436000
22,7205,11504,1.438000
23,7521,11504,1.438000
24,7838,11584,1.448000
25,8155,11648,1.456000
26,8472,11776,1.472000
27,8789,11952,1.494000
28,9105,12064,1.508000
29,9423,12272,1.534000
30,9739,12432,1.554000
31,10056,12624,1.578000
32,10373,12912,1.614000
33,10690,13040,1.630000
34,11006,13328,1.666000
35,11324,13520,1.690000
36,11640,13744,1.718000
37,11958,13968,1.746000
38,12274,14176,1.772000
39,12591,14368,1.796000
40,12908,14496,1.812000
41,13225,14752,1.844000
42,13542,14848,1.856000
43,13858,14960,1.870000
44,14176,15072,1.884000
45,14492,15200,1.900000
46,14809,15248,1.906000
47,15126,15216,1.902000
48,15443,15280,1.910000
49,15759,15248,1.906000
50,16076,15200,1.900000
51,16393,15088,1.886000
52,16710,15056,1.882000
53,17026,14864,1.858000
54,17343,14720,1.840000
55,17661,14544,1.818000
56,17977,14336,1.792000
57,18294,14208,1.776000
58,18611,13936,1.742000
59,18928,13760,1.720000
60,19245,13568,1.696000
61,19562,13328,1.666000
62,19879,13072,1.634000
63,20196,12896,1.612000
64,20512,12672,1.584000
65,20829,12464,1.558000
66,21147,12288,1.536000
67,21463,12064,1.508000
68,21780,12016,1.502000
69,22097,11824,1.478000
70,22413,11696,1.462000
71,22731,11632,1.454000
72,23047,11536,1.442000
73,23364,11504,1.438000
74,23684,11520,1.440000
75,23998,11504,1.438000
76,24315,11568,1.446000
77,24631,11600,1.450000
78,24948,11712,1.464000
79,25265,11856,1.482000
80,25582,11984,1.498000
81,25899,12128,1.516000
82,26215,12352,1.544000
83,26533,12560,1.570000
84,26850,12752,1.594000
85,27166,12992,1.624000
86,27483,13136,1.642000
87,27800,13392,1.674000
88,28117,13536,1.692000
89,28434,13808,1.726000
90,28751,13952,1.744000
91,29067,14240,1.780000
92,29384,14432,1.804000
93,29701,14592,1.824000
94,30018,14800,1.850000
95,30335,14928,1.866000
96,30652,15040,1.880000
97,30968,15104,1.888000
98,31286,15264,1.908000
99,31602,15200,1.900000
100,31919,15280,1.910000
101,32236,15296,1.912000
102,32553,15248,1.906000
103,32870,15152,1.894000
104,33187,15040,1.880000
105,33503,14896,1.862000
106,33820,14832,1.854000
107,34137,14688,1.836000
108,34454,14496,1.812000
109,34771,14272,1.784000
110,35088,14128,1.766000
111,35404,13920,1.740000
112,35721,13680,1.710000
113,36038,13504,1.688000
114,36355,13248,1.656000
115,36672,13024,1.628000
116,36989,12816,1.602000
117,37306,12592,1.574000
