sample,timestamp_us,raw,voltage_V
0,102,13568,1.696000
1,420,13376,1.672000
2,736,13184,1.648000
3,1053,13216,1.652000
4,1370,13168,1.646000
5,1687,13200,1.650000
6,2004,13168,1.646000
7,2321,13200,1.650000
8,2638,13232,1.654000
9,2954,13200,1.650000
10,3271,13264,1.658000
11,3588,13216,1.652000
12,3905,13200,1.650000
13,4222,13168,1.646000
14,4539,13184,1.648000
15,4855,13232,1.654000
16,5173,13248,1.656000
17,5489,13248,1.656000
18,5806,13248,1.656000
19,6123,13216,1.652000
20,6440,13232,1.654000
21,6757,13184,1.648000
22,7073,13280,1.660000
23,7390,13184,1.648000
24,7707,13168,1.646000
25,8024,13232,1.654000
26,8341,13168,1.646000
27,8658,13344,1.668000
28,8975,13616,1.702000
29,9292,13536,1.692000
30,9608,13600,1.700000
31,9925,13568,1.696000
32,10242,13648,1.706000
33,10559,13600,1.700000
34,10875,13584,1.698000
35,11192,13584,1.698000
36,11510,13584,1.698000
37,11827,13552,1.694000
38,12143,13424,1.678000
39,12460,13600,1.700000
40,12777,13632,1.704000
41,13094,13600,1.700000
42,13411,13600,1.700000
43,13727,13600,1.700000
44,14045,13520,1.690000
45,14361,13584,1.698000
46,14679,13632,1.704000
47,14995,13584,1.698000
48,15312,13568,1.696000
49,15629,13600,1.700000
50,15945,13600,1.700000
51,16262,13680,1.710000
52,16579,13664,1.708000
53,16896,13616,1.702000
54,17213,13152,1.644000
55,17530,13232,1.654000
56,17846,13232,1.654000
57,18164,13312,1.664000
58,18480,13264,1.658000
59,18797,13200,1.650000
60,19114,13248,1.656000
61,19431,13184,1.648000
62,19748,13248,1.656000
63,20065,13248,1.656000
64,20382,13104,1.638000
65,20699,13216,1.652000
66,21015,13296,1.662000
67,21332,13216,1.652000
68,21649,13216,1.652000
69,21966,13248,1.656000
70,22283,13184,1.648000
71,22600,13232,1.654000
72,22916,13152,1.644000
73,23234,13200,1.650000
74,23550,13200,1.650000
75,23868,13200,1.650000
76,24184,13248,1.656000
77,24501,13216,1.652000
78,24818,13184,1.648000
79,25135,13136,1.642000
80,25452,13440,1.680000
81,25768,13552,1.694000
82,26085,13600,1.700000
83,26402,13632,1.704000
84,26719,13568,1.696000
85,27036,13616,1.702000
86,27352,13568,1.696000
87,27670,13536,1.692000
88,27986,13552,1.694000
89,28303,13568,1.696000
