sample,timestamp_us,raw,voltage_V
0,948,13411,1.676375
1,2142,13466,1.683250
2,3336,13439,1.679875
3,4530,13412,1.676500
4,5724,13435,1.679375
5,6917,13357,1.669625
6,8111,13347,1.668375
7,9305,13353,1.669125
8,10499,13323,1.665375
9,11692,13358,1.669750
10,12887,13344,1.668000
11,14080,13360,1.670000
12,15274,13434,1.679250
13,16468,13429,1.678625
14,17662,13419,1.677375
15,18855,13423,1.677875
16,20049,13433,1.679125
17,21243,13424,1.678000
18,22437,13419,1.677375
19,23631,13344,1.668000
20,24824,13376,1.672000
21,26019,13351,1.668875
22,27212,13349,1.668625
23,28406,13332,1.666500
24,29600,13366,1.670750
25,30794,13324,1.665500
26,31988,13425,1.678125
27,33182,13400,1.675000
28,34375,13424,1.678000
29,35569,13416,1.677000
30,36762,13422,1.677750
31,37956,13432,1.679000
32,39150,13422,1.677750
33,40344,13359,1.669875
34,41538,13374,1.671750
35,42731,13357,1.669625
36,43925,13363,1.670375
37,45120,13337,1.667125
38,46313,13352,1.669000
39,47507,13342,1.667750
40,48700,13434,1.679250
41,49894,13440,1.680000
42,51088,13430,1.678750
43,52282,13401,1.675125
44,53476,13420,1.677500
45,54670,13428,1.678500
46,55864,13435,1.679375
47,57057,13345,1.668125
48,58251,13346,1.668250
49,59445,13358,1.669750
50,60639,13326,1.665750
51,61833,13348,1.668500
52,63026,13337,1.667125
53,64220,13335,1.666875
54,65414,13410,1.676250
55,66608,13425,1.678125
56,67802,13423,1.677875
57,68995,13434,1.679250
58,70190,13427,1.678375
59,71383,13448,1.681000
60,72577,13403,1.675375
61,73771,13354,1.669250
62,74965,13346,1.668250
63,76158,13351,1.668875
64,77352,13337,1.667125
65,78546,13367,1.670875
66,79740,13342,1.667750
67,80934,13353,1.669125
68,82127,13427,1.678375
69,83321,13413,1.676625
70,84515,13407,1.675875
71,85709,13419,1.677375
72,86903,13431,1.678875
73,88097,13432,1.679000
74,89290,13430,1.678750
75,90484,13342,1.667750
76,91678,13364,1.670500
77,92872,13347,1.668375
78,94066,13350,1.668750
79,95259,13336,1.667000
80,96454,13346,1.668250
81,97647,13342,1.667750
82,98841,13432,1.679000
83,100035,13402,1.675250
84,101228,13428,1.678500
85,102422,13414,1.676750
86,103616,13397,1.674625
87,104810,13436,1.679500
88,106004,13418,1.677250
89,107197,13351,1.668875
90,108391,13351,1.668875
91,109585,13364,1.670500
92,110779,13351,1.668875
93,111973,13350,1.668750
94,113167,13349,1.668625
95,114360,13341,1.667625
96,115554,13433,1.679125
97,116748,13399,1.674875
98,117942,13422,1.677750
99,119136,13421,1.677625
100,120330,13424,1.678000
101,121523,13407,1.675875
102,122716,13396,1.674500
103,123911,13350,1.668750
104,125105,13353,1.669125
105,126298,13340,1.667500
106,127492,13344,1.668000
107,128686,13355,1.669375
108,129880,13355,1.669375
109,131074,13398,1.674750
110,132268,13428,1.678500
111,133462,13396,1.674500
112,134655,13434,1.679250
113,135849,13435,1.679375
114,137043,13416,1.677000
115,138237,13408,1.676000
116,139430,13407,1.675875
117,140624,13361,1.670125
118,141818,13369,1.671125
119,143011,13349,1.668625
120,144206,13357,1.669625
121,145399,13355,1.669375
122,146593,13346,1.668250
123,147787,13357,1.669625
124,148981,13432,1.679000
125,150175,13409,1.676125
126,151369,13425,1.678125
127,152562,13431,1.678875
128,153756,13435,1.679375
129,154950,13416,1.677000
130,156144,13410,1.676250
131,157338,13364,1.670500
132,158531,13357,1.669625
133,159725,13353,1.669125
134,160919,13364,1.670500
135,162113,13343,1.667875
136,163307,13334,1.666750
137,164500,13360,1.670000
138,165694,13418,1.677250
139,166888,13421,1.677625
140,168082,13407,1.675875
141,169276,13402,1.675250
142,170470,13415,1.676875
143,171663,13424,1.678000
144,172857,13426,1.678250
145,174051,13362,1.670250
146,175245,13372,1.671500
147,176439,13346,1.668250
148,177632,13355,1.669375
149,178826,13339,1.667375
150,180020,13360,1.670000
151,181214,13351,1.668875
152,182408,13431,1.678875
153,183601,13435,1.679375
154,184795,13429,1.678625
155,185989,13432,1.679000
156,187182,13432,1.679000
157,188377,13419,1.677375
158,189571,13389,1.673625
159,190764,13333,1.666625
160,191958,13322,1.665250
161,193152,13355,1.669375
162,194346,13333,1.666625
163,195540,13345,1.668125
164,196733,13368,1.671000
165,197927,13379,1.672375
166,199120,13412,1.676500
167,200315,13425,1.678125
168,201509,13419,1.677375
169,202702,13433,1.679125
170,203896,13417,1.677125
171,205090,13425,1.678125
172,206284,13399,1.674875
173,207477,13341,1.667625
174,208671,13356,1.669500
175,209865,13351,1.668875
176,211059,13330,1.666250
177,212253,13350,1.668750
178,213447,13342,1.667750
179,214640,13385,1.673125
180,215834,13413,1.676625
181,217028,13448,1.681000
182,218222,13454,1.681750
183,219416,13414,1.676750
184,220610,13431,1.678875
185,221803,13446,1.680750
186,222997,13406,1.675750
187,224190,13355,1.669375
188,225384,13328,1.666000
189,226579,13370,1.671250
190,227772,13349,1.668625
191,228966,13345,1.668125
192,230160,13366,1.670750
193,231353,13367,1.670875
194,232547,13443,1.680375
195,233741,13402,1.675250
196,234935,13417,1.677125
197,236129,13422,1.677750
198,237323,13403,1.675375
199,238516,13421,1.677625
200,239711,13392,1.674000
201,240905,13356,1.669500
202,242098,13336,1.667000
203,243292,13367,1.670875
204,244485,13342,1.667750
205,245684,13334,1.666750
206,246873,13349,1.668625
207,248068,13388,1.673500
208,249261,13419,1.677375
209,250455,13421,1.677625
210,251648,13395,1.674375
211,252842,13425,1.678125
212,254036,13433,1.679125
213,255230,13447,1.680875
214,256424,13405,1.675625
215,257617,13340,1.667500
216,258811,13354,1.669250
217,260005,13335,1.666875
218,261199,13400,1.675000
219,262393,13356,1.669500
220,263586,13340,1.667500
221,264781,13350,1.668750
222,265975,13419,1.677375
223,267168,13425,1.678125
224,268362,13432,1.679000
225,269556,13434,1.679250
226,270750,13428,1.678500
227,271944,13422,1.677750
228,273137,13371,1.671375
229,274331,13341,1.667625
230,275525,13346,1.668250
231,276719,13359,1.669875
232,277913,13341,1.667625
233,279106,13340,1.667500
234,280300,13360,1.670000
235,281494,13393,1.674125
236,282688,13399,1.674875
237,283882,13416,1.677000
238,285075,13416,1.677000
239,286269,13441,1.680125
240,287463,13411,1.676375
