sample,timestamp_us,raw,voltage_V
0,861,14802,1.850250
1,2055,14114,1.764250
2,3249,13456,1.682000
3,4443,13370,1.671250
4,5636,13392,1.674000
5,6830,13297,1.662125
6,8024,11583,1.447875
7,9218,11970,1.496250
8,10412,12629,1.578625
9,11606,13313,1.664125
10,12799,13398,1.674750
11,13993,13374,1.671750
12,15187,13532,1.691500
13,16381,15166,1.895750
14,17575,14775,1.846875
15,18768,14106,1.763250
16,19962,13426,1.678250
17,21156,13358,1.669750
18,22349,13382,1.672750
19,23544,13196,1.649500
20,24737,11581,1.447625
21,25931,11981,1.497625
22,27124,12691,1.586375
23,28318,13340,1.667500
24,29513,13384,1.673000
25,30706,13385,1.673125
26,31900,13601,1.700125
27,33093,15194,1.899250
28,34288,14755,1.844375
29,35482,14051,1.756375
30,36675,13430,1.678750
31,37869,13375,1.671875
32,39063,13380,1.672500
33,40256,13086,1.635750
34,41451,11587,1.448375
35,42644,12015,1.501875
36,43838,12697,1.587125
37,45032,13326,1.665750
38,46226,13375,1.671875
39,47419,13365,1.670625
40,48613,13733,1.716625
41,49807,15142,1.892750
42,51001,14724,1.840500
43,52194,14023,1.752875
44,53388,13414,1.676750
45,54582,13382,1.672750
46,55776,13404,1.675500
47,56970,13004,1.625500
48,58163,11617,1.452125
49,59357,12026,1.503250
50,60551,12730,1.591250
51,61745,13360,1.670000
52,62939,13375,1.671875
53,64132,13374,1.671750
54,65326,13769,1.721125
55,66520,15156,1.894500
56,67714,14719,1.839875
57,68908,14011,1.751375
58,70101,13402,1.675250
59,71295,13359,1.669875
60,72489,13390,1.673750
61,73683,12927,1.615875
62,74877,11605,1.450625
63,76070,12037,1.504625
64,77264,12754,1.594250
65,78458,13372,1.671500
66,79652,13377,1.672125
67,80846,13374,1.671750
68,82039,13873,1.734125
69,83233,15131,1.891375
70,84426,14689,1.836125
71,85621,13939,1.742375
72,86814,13398,1.674750
73,88007,13368,1.671000
74,89202,13377,1.672125
75,90395,12829,1.603625
76,91589,11632,1.454000
77,92784,12075,1.509375
78,93977,12789,1.598625
79,95171,13352,1.669000
80,96364,13370,1.671250
81,97559,13392,1.674000
82,98753,13967,1.745875
83,99946,15115,1.889375
84,101140,14676,1.834500
85,102334,13948,1.743500
86,103527,13411,1.676375
87,104722,13379,1.672375
88,105915,13382,1.672750
89,107109,12756,1.594500
90,108303,11627,1.453375
91,109496,12113,1.514125
92,110690,12827,1.603375
93,111885,13387,1.673375
94,113078,13381,1.672625
95,114272,13415,1.676875
96,115465,14035,1.754375
97,116659,15109,1.888625
98,117854,14637,1.829625
99,119047,13913,1.739125
100,120240,13393,1.674125
101,121434,13341,1.667625
102,122629,13393,1.674125
103,123822,12668,1.583500
104,125016,11650,1.456250
105,126210,12123,1.515375
106,127404,12865,1.608125
107,128597,13379,1.672375
108,129792,13377,1.672125
109,130985,13378,1.672250
110,132179,14144,1.768000
111,133373,15149,1.893625
112,134567,14606,1.825750
113,135760,13871,1.733875
114,136954,13363,1.670375
115,138147,13360,1.670000
116,139342,13366,1.670750
117,140536,12572,1.571500
118,141729,11657,1.457125
119,142923,12161,1.520125
120,144116,12896,1.612000
121,145311,13389,1.673625
122,146505,13395,1.674375
123,147699,13390,1.673750
124,148892,14225,1.778125
125,150086,15111,1.888875
126,151280,14593,1.824125
127,152473,13843,1.730375
128,153668,13381,1.672625
129,154861,13365,1.670625
130,156055,13355,1.669375
131,157249,12494,1.561750
132,158443,11675,1.459375
133,159637,12160,1.520000
134,160830,12906,1.613250
135,162024,13375,1.671875
136,163218,13389,1.673625
137,164412,13420,1.677500
138,165606,14325,1.790625
139,166800,15065,1.883125
140,167993,14565,1.820625
141,169187,13825,1.728125
142,170381,13392,1.674000
143,171575,13377,1.672125
144,172768,13401,1.675125
145,173962,12431,1.553875
146,175156,11689,1.461125
147,176349,12195,1.524375
148,177543,12963,1.620375
149,178738,13380,1.672500
150,179932,13359,1.669875
151,181125,13392,1.674000
152,182319,14307,1.788375
153,183512,15066,1.883250
154,184706,14537,1.817125
155,185901,13797,1.724625
156,187094,13406,1.675750
157,188288,13375,1.671875
158,189482,13383,1.672875
159,190676,12456,1.557000
160,191869,11691,1.461375
161,193064,12243,1.530375
162,194257,12961,1.620125
163,195450,13378,1.672250
164,196645,13380,1.672500
165,197839,13393,1.674125
166,199032,14297,1.787125
167,200226,15053,1.881625
168,201420,14527,1.815875
169,202614,13785,1.723125
170,203808,13368,1.671000
171,205002,13403,1.675375
172,206195,13354,1.669250
173,207389,12420,1.552500
174,208582,11709,1.463625
175,209777,12239,1.529875
176,210971,12996,1.624500
177,212164,13382,1.672750
178,213358,13364,1.670500
179,214551,13414,1.676750
180,215746,14412,1.801500
181,216940,15017,1.877125
182,218133,14501,1.812625
183,219327,13702,1.712750
184,220521,13379,1.672375
185,221715,13348,1.668500
186,222909,13380,1.672500
187,224103,12347,1.543375
188,225296,11736,1.467000
189,226490,12275,1.534375
190,227684,13040,1.630000
191,228877,13383,1.672875
192,230071,13367,1.670875
193,231265,13379,1.672375
194,232459,14481,1.810125
195,233652,15032,1.879000
196,234846,14478,1.809750
197,236040,13692,1.711500
198,237234,13372,1.671500
199,238428,13378,1.672250
200,239621,13379,1.672375
201,240816,12244,1.530500
202,242010,11745,1.468125
203,243203,12307,1.538375
204,244397,13083,1.635375
205,245591,13387,1.673375
206,246784,13372,1.671500
207,247979,13373,1.671625
208,249173,14568,1.821000
209,250366,15000,1.875000
210,251560,14439,1.804875
211,252753,13666,1.708250
212,253948,13374,1.671750
213,255141,13376,1.672000
214,256335,13400,1.675000
215,257529,12146,1.518250
216,258723,11757,1.469625
217,259917,12329,1.541125
218,261110,13083,1.635375
219,262304,13384,1.673000
220,263498,13347,1.668375
221,264691,13390,1.673750
222,265886,14663,1.832875
223,267079,14986,1.873250
224,268274,14423,1.802875
225,269467,13661,1.707625
226,270661,13374,1.671750
227,271855,13367,1.670875
228,273048,13381,1.672625
229,274243,12063,1.507875
230,275436,11797,1.474625
231,276630,12345,1.543125
232,277824,13130,1.641250
233,279018,13385,1.673125
234,280212,13369,1.671125
235,281406,13381,1.672625
236,282599,14708,1.838500
237,283793,14988,1.873500
238,284987,14390,1.798750
239,286181,13635,1.704375
240,287375,13371,1.671375
241,288568,13362,1.670250
242,289762,13373,1.671625
243,290956,11989,1.498625
244,292150,11798,1.474750
245,293344,12392,1.549000
246,294538,13140,1.642500
247,295731,13397,1.674625
248,296925,13411,1.676375
249,298119,13365,1.670625
250,299313,14833,1.854125
251,300507,14957,1.869625
252,301700,14349,1.793625
253,302894,13579,1.697375
254,304088,13396,1.674500
255,305281,13368,1.671000
256,306475,13385,1.673125
257,307669,11901,1.487625
258,308863,11809,1.476125
259,310057,12429,1.553625
260,311251,13179,1.647375
261,312444,13384,1.673000
262,313639,13407,1.675875
263,314832,13371,1.671375
264,316026,14909,1.863625
265,317220,14961,1.870125
266,318414,14337,1.792125
267,319608,13580,1.697500
268,320801,13385,1.673125
269,321995,13375,1.671875
270,323189,13376,1.672000
271,324383,11835,1.479375
272,325576,11840,1.480000
273,326770,12458,1.557250
274,327964,13196,1.649500
275,329158,13387,1.673375
276,330352,13386,1.673250
277,331545,13388,1.673500
278,332739,14983,1.872875
279,333933,14963,1.870375
280,335127,14279,1.784875
281,336321,13553,1.694125
282,337515,13372,1.671500
283,338708,13415,1.676875
284,339902,13388,1.673500
285,341096,11727,1.465875
286,342290,11847,1.480875
287,343484,12465,1.558125
288,344682,13208,1.651000
289,345871,13384,1.673000
290,347065,13399,1.674875
291,348259,13384,1.673000
292,349452,15065,1.883125
293,350646,14880,1.860000
294,351840,14290,1.786250
295,353034,13548,1.693500
296,354228,13378,1.672250
297,355422,13364,1.670500
298,356615,13351,1.668875
299,357809,11669,1.458625
300,359003,11862,1.482750
